# NHAT KY GIAO HANG - THANG 06/2025
# Dinh dang: YYYY-MM-DD HH:MM | DHxxxxx | TRANG_THAI | shipper=SPxx
# TRANG_THAI: GIAO_THANH_CONG, THAT_BAI, HOAN_TRA
2025-06-12 07:45 | DH02127 | GIAO_THANH_CONG | shipper=SP10
2025-06-12 08:46 | DH01389 | GIAO_THANH_CONG | shipper=SP04
2025-06-15 09:17 | DH01256 | that_bai | shipper=SP04
2025-06-12 08:47 | DH01735 | GIAO_THANH_CONG | shipper=SP10
2025-06-12 09:08 | DH01575 | GIAO_THANH_CONG | shipper=SP02
2025-06-12 09:21 | DH02051 | GIAO_THANH_CONG | shipper=SP08
2025-06-12 10:05 | DH01743 | GIAO_THANH_CONG | shipper=SP03
2025-06-12 10:12 | DH02031 | GIAO_THANH_CONG | shipper=SP05
2025-06-12 10:49 | DH00009 | GIAO_THANH_CONG | shipper=SP05
2025-06-12 11:47 | DH01405 | GIAO_THANH_CONG | shipper=SP04
2025-06-12 12:02 | DH02012 | GIAO_THANH_CONG | shipper=SP07
2025-06-12 12:19 | DH01627 | GIAO_THANH_CONG | shipper=SP04
2025-06-12 12:45 | DH00226 | THAT_BAI | shipper=SP07
2025-06-12 13:39 | DH00537 | GIAO_THANH_CONG | shipper=SP07
2025-06-12 13:55 | DH01734 | GIAO_THANH_CONG | shipper=SP04
2025-06-12 14:00 | DH00604 | GIAO_THANH_CONG | shipper=SP03
2025-06-12 14:11 | DH01803 | GIAO_THANH_CONG | shipper=SP10
2025-06-12 14:15 | DH02034 | GIAO_THANH_CONG | shipper=SP03
2025-06-12 14:57 | DH01808 | GIAO_THANH_CONG | shipper=SP05
2025-06-12 15:30 | DH00072 | GIAO_THANH_CONG | shipper=SP10
2025-06-12 15:46 | DH01820 | THAT_BAI | shipper=SP03
2025-06-12 16:04 | DH02327 | GIAO_THANH_CONG | shipper=SP05
2025-06-12 17:50 | DH01805 | GIAO_THANH_CONG | shipper=SP02
2025-06-12 19:39 | DH00231 | GIAO_THANH_CONG | shipper=SP04
2025-06-12 19:39 | DH00922 | THAT_BAI | shipper=SP03
2025-06-12 20:17 | DH00064 | THAT_BAI | shipper=SP02
2025-06-12 20:25 | DH01574 | GIAO_THANH_CONG | shipper=SP04
2025-06-12 20:30 | DH02217 | GIAO_THANH_CONG | shipper=SP08
2025-06-12 20:52 | DH02358 | GIAO_THANH_CONG | shipper=SP05
2025-06-13 07:02 | DH00960 | GIAO_THANH_CONG | shipper=SP10

2025-06-13 07:12 | DH01233 | GIAO_THANH_CONG | shipper=SP02
2025-06-13 07:17 | DH00745 | HOAN_TRA | shipper=SP09
2025-06-13 08:14 | DH01739 | THAT_BAI | shipper=SP11
2025-06-13 08:14 | DH01510 | HOAN_TRA | shipper=SP04
2025-06-13 09:23 | DH01457 | GIAO_THANH_CONG | shipper=SP10
2025-06-13 10:12 | DH00668 | GIAO_THANH_CONG | shipper=SP08
2025-06-13 10:29 | DH01637 | GIAO_THANH_CONG | shipper=SP06

2025-06-13 11:14 | DH00126 | GIAO_THANH_CONG | shipper=SP02
2025-06-13 11:44 | DH00594 | GIAO_THANH_CONG | shipper=SP10
2025-06-13 11:46 | DH00722 | GIAO_THANH_CONG | shipper=SP06
2025-06-13 12:26 | DH02158 | GIAO_THANH_CONG | shipper=SP03
2025-06-13 13:21 | DH00330 | GIAO_THANH_CONG | shipper=SP10
2025-06-13 13:22 | DH00893 | GIAO_THANH_CONG | shipper=SP07
2025-06-13 13:23 | DH01666 | GIAO_THANH_CONG | shipper=SP06
2025-06-13 13:51 | DH01876 | GIAO_THANH_CONG | shipper=SP10
2025-06-13 14:05 | DH00569 | GIAO_THANH_CONG | shipper=SP05
2025-06-13 14:10 | DH01512 | GIAO_THANH_CONG | shipper=SP04
2025-06-13 14:47 | DH01591 | HOAN_TRA | shipper=SP03
2025-06-13 14:49 | DH00436 | GIAO_THANH_CONG | shipper=SP02
2025-06-13 14:50 | DH00485 | GIAO_THANH_CONG | shipper=SP07
2025-06-13 15:04 | DH00136 | GIAO_THANH_CONG | shipper=SP05
2025-06-13 16:02 | DH00112 | GIAO_THANH_CONG | shipper=SP08
2025-06-13 16:09 | DH02254 | GIAO_THANH_CONG | shipper=SP06
2025-06-13 16:34 | DH01973 | GIAO_THANH_CONG | shipper=SP01
2025-06-13 16:49 | DH01593 | GIAO_THANH_CONG | shipper=SP09
2025-06-13 19:22 | DH00123 | GIAO_THANH_CONG | shipper=SP08
2025-06-13 20:21 | DH01301 | GIAO_THANH_CONG | shipper=SP09
2025-06-14 07:12 | DH01230 | GIAO_THANH_CONG | shipper=SP09
2025-06-14 07:12 | DH01501 | GIAO_THANH_CONG | shipper=SP02
2025-06-14 09:00 | DH00341 | GIAO_THANH_CONG | shipper=SP08
2025-06-14 09:12 | DH00271 | GIAO_THANH_CONG | shipper=SP04
2025-06-14 10:26 | DH00243 | GIAO_THANH_CONG | shipper=SP10
2025-06-14 11:09 | DH01432 | THAT_BAI | shipper=SP09

2025-06-14 11:09 | DH00756 | GIAO_THANH_CONG | shipper=SP02
2025-06-10 11:13|DH00020|GIAO_THANH_CONG|shipper=SP05
2025-06-14 12:19 | DH02336 | GIAO_THANH_CONG | shipper=SP10
2025-06-14 12:31 | DH00094 | GIAO_THANH_CONG | shipper=SP06
2025-06-14 13:18 | DH00016 | GIAO_THANH_CONG | shipper=SP05
2025-06-14 13:18 | DH00007 | GIAO_THANH_CONG | shipper=SP07
2025-06-14 13:50 | DH00892 | GIAO_THANH_CONG | shipper=SP03
2025-06-14 14:01 | DH01080 | GIAO_THANH_CONG | shipper=SP01
2025-06-14 14:39 | DH02336 | GIAO_THANH_CONG | shipper=SP05
2025-06-14 14:50 | DH01591 | GIAO_THANH_CONG | shipper=SP04
2025-06-14 15:00 | DH02355 | GIAO_THANH_CONG | shipper=SP02
2025-06-14 15:29 | DH01625 | GIAO_THANH_CONG | shipper=SP04
2025-06-14 16:18 | DH00314 | GIAO_THANH_CONG | shipper=SP01
2025-06-14 16:39 | DH01779 | GIAO_THANH_CONG | shipper=SP04
2025-06-14 16:40 | DH01330 | GIAO_THANH_CONG | shipper=SP10
2025-06-14 17:08 | DH00140 | GIAO_THANH_CONG | shipper=SP08
2025-06-14 17:27 | DH00704 | GIAO_THANH_CONG | shipper=SP04
2025-06-14 18:37 | DH01612 | GIAO_THANH_CONG | shipper=SP10
2025-06-14 18:44 | DH01346 | GIAO_THANH_CONG | shipper=SP03
2025-06-14 19:53 | DH01732 | THAT_BAI | shipper=SP03
2025-06-15 07:05 | DH01663 | GIAO_THANH_CONG | shipper=SP06
2025-06-15 09:04 | DH00825 | THAT_BAI | shipper=SP03
2025-06-15 09:13 | DH00212 | GIAO_THANH_CONG | shipper=SP05
2025-06-15 09:18 | DH02166 | THAT_BAI | shipper=SP03
2025-06-15 09:18 | DH01245 | GIAO_THANH_CONG | shipper=SP02
2025-06-15 10:09 | DH02287 | GIAO_THANH_CONG | shipper=SP07
2025-06-15 10:13 | DH00948 | GIAO_THANH_CONG | shipper=SP07
2025-06-15 10:27 | DH00334 | GIAO_THANH_CONG | shipper=SP03
2025-06-15 10:58 | DH01355 | GIAO_THANH_CONG | shipper=SP03
2025-06-15 11:10 | DH00114 | THAT_BAI | shipper=SP03
2025-06-15 11:29 | DH01201 | GIAO_THANH_CONG | shipper=SP04
2025-06-15 11:42 | DH01229 | GIAO_THANH_CONG | shipper=SP02
2025-06-15 11:50 | DH00531 | GIAO_THANH_CONG | shipper=SP01
2025-06-15 12:19 | DH02144 | HOAN_TRA | shipper=SP03
2025-06-15 12:23 | DH01136 | GIAO_THANH_CONG | shipper=SP04
2025-06-15 12:28 | DH00178 | GIAO_THANH_CONG | shipper=SP05
2025-06-15 13:05 | DH01109 | THAT_BAI | shipper=SP10
2025-06-15 13:06 | DH00905 | GIAO_THANH_CONG | shipper=SP07
2025-06-15 13:08 | DH02341 | GIAO_THANH_CONG | shipper=SP05
2025-06-15 13:19 | DH00819 | THAT_BAI | shipper=SP07
# --- đồng bộ lại từ máy quét ---
2025-06-15 13:35 | DH01674 | GIAO_THANH_CONG | shipper=SP08
2025-06-15 13:35 | DH01697 | GIAO_THANH_CONG | shipper=SP01
2025-06-15 13:41 | DH01699 | GIAO_THANH_CONG | shipper=SP05
2025-06-15 14:06 | DH02369 | THAT_BAI | shipper=SP04
2025-06-15 14:21 | DH00765 | GIAO_THANH_CONG | shipper=SP04
2025-06-15 14:49 | DH00488 | GIAO_THANH_CONG | shipper=SP02
2025-06-15 14:50 | DH00815 | GIAO_THANH_CONG | shipper=SP09
2025-06-15 15:12 | DH02223 | GIAO_THANH_CONG | shipper=SP08
2025-06-05 08:45 | DH00903 | THAT_BAI | shipper=SP1
2025-06-15 15:15 | DH02227 | GIAO_THANH_CONG | shipper=SP05
2025-06-15 15:42 | DH00441 | GIAO_THANH_CONG | shipper=SP07
2025-06-16 08:54 | DH01536 | DANG_GIAO | shipper=SP02
2025-06-15 17:20 | DH00508 | GIAO_THANH_CONG | shipper=SP08
2025-06-15 17:34 | DH02367 | GIAO_THANH_CONG | shipper=SP02
2025-06-15 19:07 | DH02325 | HOAN_TRA | shipper=SP03
2025-06-01 09:07 | DH01284 | GIAO_THANH_CONG
2025-06-15 20:18 | DH00613 | GIAO_THANH_CONG | shipper=SP03
2025-06-15 20:33 | DH00204 | GIAO_THANH_CONG | shipper=SP03
2025-06-16 07:52 | DH02015 | GIAO_THANH_CONG | shipper=SP05
2025-06-16 08:10 | DH00663 | GIAO_THANH_CONG | shipper=SP02
2025-06-16 08:31 | DH00514 | GIAO_THANH_CONG | shipper=SP02
2025-06-16 08:49 | DH00503 | GIAO_THANH_CONG | shipper=SP08
2025-06-26 15:28 | DH00838 | GIAO_THANH_CONG | shipper=SP2
2025-06-16 09:10 | DH02194 | GIAO_THANH_CONG | shipper=SP01
2025-06-16 09:43 | DH00964 | THAT_BAI | shipper=SP03
2025-06-16 09:47 | DH00649 | THAT_BAI | shipper=SP07
2025-06-16 09:59 | DH00340 | GIAO_THANH_CONG | shipper=SP10
2025-06-16 11:05 | DH01304 | GIAO_THANH_CONG | shipper=SP09
2025-06-16 11:06 | DH01847 | THAT_BAI | shipper=SP07
2025-06-16 11:14 | DH00106 | GIAO_THANH_CONG | shipper=SP06
2025-06-16 11:26 | DH01050 | THAT_BAI | shipper=SP10
2025-06-16 13:12 | DH01876 | GIAO_THANH_CONG | shipper=SP06
2025-06-16 13:18 | DH00502 | GIAO_THANH_CONG | shipper=SP01
2025-06-16 13:22 | DH01128 | THAT_BAI | shipper=SP06
2025-06-16 14:40 | DH00311 | GIAO_THANH_CONG | shipper=SP03

2025-06-16 15:03 | DH01697 | GIAO_THANH_CONG | shipper=SP04
2025-06-02 10:36 | DH01378 | that_bai | shipper=SP05
2025-06-16 15:31 | DH02371 | GIAO_THANH_CONG | shipper=SP05
2025-06-16 15:37 | DH02273 | GIAO_THANH_CONG | shipper=SP02
2025-06-16 16:55 | DH02285 | THAT_BAI | shipper=SP03
2025-06-16 17:57 | DH01517 | GIAO_THANH_CONG | shipper=SP06
2025-06-16 18:04 | DH01515 | GIAO_THANH_CONG | shipper=SP06
2025-06-16 18:58 | DH01774 | GIAO_THANH_CONG | shipper=SP09
2025-06-16 19:01 | DH00701 | GIAO_THANH_CONG | shipper=SP08
2025-06-16 19:26 | DH01810 | GIAO_THANH_CONG | shipper=SP03
2025-06-16 19:42 | DH00574 | GIAO_THANH_CONG | shipper=SP03
2025-06-10 08:49 | DH00718 | THAT_BAI | shipper=SP7
2025-06-16 20:12 | DH01665 | GIAO_THANH_CONG | shipper=SP09
2025-06-16 20:32 | DH01484 | GIAO_THANH_CONG | shipper=SP01
2025-06-16 20:36 | DH02376 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 13:49 | DH01497 | GIAO_THANH_CONG | shipper=SP1
2025-06-16 20:53 | DH02220 | GIAO_THANH_CONG | shipper=SP05
2025-06-17 07:22 | DH00661 | THAT_BAI | shipper=SP02
# --- đồng bộ lại từ máy quét ---
2025-06-17 08:17 | DH01256 | GIAO_THANH_CONG | shipper=SP07
2025-06-17 08:44 | DH01095 | GIAO_THANH_CONG | shipper=SP09
2025-06-17 09:08 | DH01911 | GIAO_THANH_CONG | shipper=SP04
2025-06-17 09:09 | DH02302 | GIAO_THANH_CONG | shipper=SP02
2025-06-17 10:59 | DH01030 | GIAO_THANH_CONG | shipper=SP08
2025-06-17 11:42 | DH02221 | GIAO_THANH_CONG | shipper=SP10
2025-06-17 11:44 | DH01214 | GIAO_THANH_CONG | shipper=SP03
2025-06-17 12:13 | DH00297 | GIAO_THANH_CONG | shipper=SP09
2025-06-17 13:10 | DH01473 | HOAN_TRA | shipper=SP10
2025-06-17 14:59 | DH01854 | GIAO_THANH_CONG | shipper=SP10
2025-06-17 15:21 | DH00917 | GIAO_THANH_CONG | shipper=SP04
2025-06-08 10:14 | DH01338 | THAT_BAI | shipper:SP02
2025-06-17 15:24 | DH00975 | THAT_BAI | shipper=SP03
2025-06-17 15:27 | DH01712 | GIAO_THANH_CONG | shipper=SP10
2025-06-17 18:16 | DH02004 | GIAO_THANH_CONG | shipper=SP10
2025-06-17 18:19 | DH00973 | GIAO_THANH_CONG | shipper=SP03
2025-06-17 18:22 | DH02177 | GIAO_THANH_CONG | shipper=SP03
2025-06-17 18:34 | DH00769 | THAT_BAI | shipper=SP09
2025-06-17 18:55 | DH01164 | GIAO_THANH_CONG | shipper=SP01
2025-06-17 19:00 | DH01464 | GIAO_THANH_CONG | shipper=SP04
2025-06-17 19:34 | DH02086 | GIAO_THANH_CONG | shipper=SP10
2025-06-17 20:46 | DH00845 | GIAO_THANH_CONG | shipper=SP06
2025-06-18 07:46 | DH01776 | GIAO_THANH_CONG | shipper=SP05
2025-06-18 08:18 | DH01380 | GIAO_THANH_CONG | shipper=SP10
2025-06-18 08:23 | DH00600 | GIAO_THANH_CONG | shipper=SP08
2025-06-12 13:20 | DH01896 | DANG_GIAO | shipper=SP07
2025-06-18 09:37 | DH01327 | GIAO_THANH_CONG | shipper=SP02
2025-06-18 10:03 | DH01814 | THAT_BAI | shipper=SP07
2025-06-18 10:26 | DH00471 | THAT_BAI | shipper=SP10
2025-06-18 10:56 | DH00369 | HOAN_TRA | shipper=SP07
2025-06-18 11:22 | DH00930 | HOAN_TRA | shipper=SP07
2025-06-18 12:12 | DH01176 | GIAO_THANH_CONG | shipper=SP02
2025-06-18 12:23 | DH02034 | GIAO_THANH_CONG | shipper=SP10
2025-06-18 12:25 | DH01064 | GIAO_THANH_CONG | shipper=SP06
2025-06-18 12:35 | DH00611 | THAT_BAI | shipper=SP10
2025-06-18 12:35 | DH01404 | GIAO_THANH_CONG | shipper=SP03
2025-06-18 12:41 | DH02217 | GIAO_THANH_CONG | shipper=SP09
2025-06-18 13:07 | DH00336 | GIAO_THANH_CONG | shipper=SP03
2025-06-18 13:22 | DH00187 | GIAO_THANH_CONG | shipper=SP03
2025-06-18 13:33 | DH00236 | GIAO_THANH_CONG | shipper=SP10
2025-06-18 14:10 | DH02110 | GIAO_THANH_CONG | shipper=SP04
2025-06-18 14:28 | DH00522 | GIAO_THANH_CONG | shipper=SP09
2025-06-18 14:47 | DH00353 | GIAO_THANH_CONG | shipper=SP10
2025-06-18 15:19 | DH02344 | GIAO_THANH_CONG | shipper=SP09
2025-06-18 15:36 | DH00227 | GIAO_THANH_CONG | shipper=SP04
2025-06-18 17:12 | DH01503 | GIAO_THANH_CONG | shipper=SP08
2025-06-18 17:49 | DH01559 | GIAO_THANH_CONG | shipper=SP06
2025-06-18 17:50 | DH00081 | GIAO_THANH_CONG | shipper=SP02
2025-06-18 17:52 | DH01607 | GIAO_THANH_CONG | shipper=SP09
2025-06-18 18:07 | DH01193 | HOAN_TRA | shipper=SP07
2025-06-18 18:27 | DH00368 | GIAO_THANH_CONG | shipper=SP06
2025-06-18 20:10 | DH01174 | GIAO_THANH_CONG | shipper=SP04
2025-06-18 20:21 | DH00474 | GIAO_THANH_CONG | shipper=SP01
2025-06-19 07:25 | DH01451 | GIAO_THANH_CONG | shipper=SP05
2025-06-19 07:50 | DH01355 | GIAO_THANH_CONG | shipper=SP09
2025-06-19 07:59 | DH01969 | GIAO_THANH_CONG | shipper=SP01
2025-06-19 08:50 | DH00088 | GIAO_THANH_CONG | shipper=SP09
2025-06-19 09:01 | DH02201 | THAT_BAI | shipper=SP06
2025-06-19 09:10 | DH01036 | GIAO_THANH_CONG | shipper=SP10
2025-06-19 10:27 | DH00586 | GIAO_THANH_CONG | shipper=SP02
2025-06-19 10:29 | DH00261 | GIAO_THANH_CONG | shipper=SP07
2025-06-19 10:54 | DH00991 | GIAO_THANH_CONG | shipper=SP08
2025-06-19 12:16 | DH00240 | GIAO_THANH_CONG | shipper=SP06
2025-06-19 12:36 | DH01025 | GIAO_THANH_CONG | shipper=SP06
2025-06-19 13:10 | DH00470 | GIAO_THANH_CONG | shipper=SP05
2025-06-19 13:49 | DH01513 | GIAO_THANH_CONG | shipper=SP04
2025-06-19 14:23 | DH01127 | GIAO_THANH_CONG | shipper=SP03
2025-06-19 14:26 | DH01164 | GIAO_THANH_CONG | shipper=SP04
2025-06-19 14:33 | DH00441 | GIAO_THANH_CONG | shipper=SP03
2025-06-19 14:50 | DH01992 | GIAO_THANH_CONG | shipper=SP09
2025-06-19 15:45 | DH01766 | HOAN_TRA | shipper=SP08
2025-06-19 16:03 | DH00049 | GIAO_THANH_CONG | shipper=SP05
2025-06-19 16:56 | DH00214 | GIAO_THANH_CONG | shipper=SP10
2025-06-19 16:57 | DH01920 | GIAO_THANH_CONG | shipper=SP09
2025-06-11 10:22 | DH02123 | GIAO_THANH_CONG
2025-06-19 17:47 | DH00579 | GIAO_THANH_CONG | shipper=SP02
2025-06-19 09:41 | DH01626 | THAT_BAI | shipper:SP07
2025-06-19 18:24 | DH01777 | HOAN_TRA | shipper=SP01
2025-06-02 16:53 | DH0172 | THAT_BAI | shipper=SP03
2025-06-19 19:26 | DH00797 | GIAO_THANH_CONG | shipper=SP08
2025-06-19 20:11 | DH00678 | GIAO_THANH_CONG | shipper=SP09
2025-06-20 07:01 | DH02049 | GIAO_THANH_CONG | shipper=SP06
2025-06-20 07:21 | DH02000 | GIAO_THANH_CONG | shipper=SP04
2025-06-20 07:48 | DH01460 | GIAO_THANH_CONG | shipper=SP01
2025-06-20 09:15 | DH00453 | GIAO_THANH_CONG | shipper=SP10
2025-06-20 09:42 | DH01941 | GIAO_THANH_CONG | shipper=SP10
2025-06-20 09:44 | DH00762 | HOAN_TRA | shipper=SP05
2025-06-20 10:32 | DH01075 | HOAN_TRA | shipper=SP11
2025-06-20 11:21 | DH02047 | GIAO_THANH_CONG | shipper=SP05
2025-06-20 11:58 | DH02229 | THAT_BAI | shipper=SP02
2025-06-20 12:01 | DH01367 | GIAO_THANH_CONG | shipper=SP01
2025-06-20 12:11 | DH00192 | GIAO_THANH_CONG | shipper=SP02
2025-06-20 12:31 | DH01293 | GIAO_THANH_CONG | shipper=SP01
2025-06-20 13:08 | DH00722 | GIAO_THANH_CONG | shipper=SP08
2025-06-20 13:33 | DH00142 | HOAN_TRA | shipper=SP09
2025-06-20 14:14 | DH01823 | HOAN_TRA | shipper=SP08
2025-06-20 15:17 | DH01439 | GIAO_THANH_CONG | shipper=SP03
2025-06-20 15:17 | DH00008 | THAT_BAI | shipper=SP07
2025-06-20 15:33 | DH01434 | GIAO_THANH_CONG | shipper=SP09
2025-06-20 16:28 | DH00325 | GIAO_THANH_CONG | shipper=SP02
2025-06-20 16:50 | DH01904 | GIAO_THANH_CONG | shipper=SP05
2025-06-20 17:36 | DH00506 | GIAO_THANH_CONG | shipper=SP06
2025-06-20 17:38 | DH00352 | GIAO_THANH_CONG | shipper=SP02
2025-06-12 12:53 | DH01772 | THAT_BAI
2025-06-20 18:56 | DH01214 | GIAO_THANH_CONG | shipper=SP07
2025-06-20 20:18 | DH00646 | GIAO_THANH_CONG | shipper=SP08
2025-06-21 07:10 | DH02217 | GIAO_THANH_CONG | shipper=SP02
2025-06-21 07:43 | DH00870 | GIAO_THANH_CONG | shipper=SP02
2025-06-21 08:07 | DH01444 | GIAO_THANH_CONG | shipper=SP04
2025-06-21 08:15 | DH00083 | GIAO_THANH_CONG | shipper=SP09
2025-06-21 08:29 | DH00223 | GIAO_THANH_CONG | shipper=SP03
2025-06-21 09:42 | DH00615 | GIAO_THANH_CONG | shipper=SP10
2025-06-21 09:55 | DH00469 | GIAO_THANH_CONG | shipper=SP03
2025-06-21 10:14 | DH01450 | GIAO_THANH_CONG | shipper=SP09
2025-06-21 11:22 | DH01600 | GIAO_THANH_CONG | shipper=SP01
2025-06-21 11:46 | DH02185 | GIAO_THANH_CONG | shipper=SP05
2025-06-21 12:14 | DH01068 | GIAO_THANH_CONG | shipper=SP05
2025-06-21 12:15 | DH01424 | GIAO_THANH_CONG | shipper=SP07
2025-06-21 13:19 | DH00201 | GIAO_THANH_CONG | shipper=SP10
2025-06-21 14:21 | DH00558 | GIAO_THANH_CONG | shipper=SP01
2025-06-21 14:47 | DH01629 | GIAO_THANH_CONG | shipper=SP01
2025-06-21 15:01 | DH00995 | GIAO_THANH_CONG | shipper=SP06
2025-06-21 15:10 | DH02040 | GIAO_THANH_CONG | shipper=SP03
2025-06-21 16:17 | DH01252 | GIAO_THANH_CONG | shipper=SP05
2025-06-21 16:43 | DH00370 | GIAO_THANH_CONG | shipper=SP02
2025-06-21 17:03 | DH01467 | GIAO_THANH_CONG | shipper=SP01
2025-06-21 17:20 | DH01502 | GIAO_THANH_CONG | shipper=SP07
2025-06-21 17:40 | DH01517 | GIAO_THANH_CONG | shipper=SP06
2025-06-15 08:12 | DH0269 | THAT_BAI | shipper=SP01
2025-06-21 17:45 | DH01523 | GIAO_THANH_CONG | shipper=SP06
2025-06-21 17:49 | DH01136 | GIAO_THANH_CONG | shipper=SP10
2025-06-08 07:17 | DH00204 | giao_thanh_cong | shipper=SP02
2025-06-21 18:24 | DH01005 | THAT_BAI | shipper=SP09
2025-06-21 18:42 | DH01254 | THAT_BAI | shipper=SP09
2025-06-21 18:56 | DH01599 | GIAO_THANH_CONG | shipper=SP06
2025-06-21 18:59 | DH00333 | THAT_BAI | shipper=SP10
2025-06-21 19:02 | DH01246 | GIAO_THANH_CONG | shipper=SP10
2025-06-21 19:26 | DH01490 | GIAO_THANH_CONG | shipper=SP03
2025-06-21 19:41 | DH01026 | GIAO_THANH_CONG | shipper=SP05
2025-06-21 19:42 | DH01442 | THAT_BAI | shipper=SP07
2025-06-21 20:07 | DH00523 | GIAO_THANH_CONG | shipper=SP04
2025-06-21 20:14 | DH01733 | HOAN_TRA | shipper=SP01
2025-06-21 20:39 | DH00241 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 07:45 | DH00562 | GIAO_THANH_CONG | shipper=SP03
2025-06-22 07:52 | DH01369 | GIAO_THANH_CONG | shipper=SP04
2025-06-22 07:55 | DH00205 | GIAO_THANH_CONG | shipper=SP07
2025-06-22 07:57 | DH00527 | GIAO_THANH_CONG | shipper=SP04
2025-06-22 08:07 | DH00052 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 08:11 | DH00147 | HOAN_TRA | shipper=SP08
2025-06-22 08:25 | DH00628 | GIAO_THANH_CONG | shipper=SP08
2025-06-22 08:44 | DH01358 | GIAO_THANH_CONG | shipper=SP02
2025-06-22 08:50 | DH01761 | GIAO_THANH_CONG | shipper=SP05
2025-06-22 08:52 | DH01702 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 09:04 | DH00871 | GIAO_THANH_CONG | shipper=SP07
2025-06-22 09:11 | DH02368 | GIAO_THANH_CONG | shipper=SP05
2025-06-22 10:39 | DH00976 | GIAO_THANH_CONG | shipper=SP07
2025-06-22 10:44 | DH00035 | GIAO_THANH_CONG | shipper=SP01
2025-06-22 11:24 | DH00486 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 11:33 | DH01836 | GIAO_THANH_CONG | shipper=SP07
2025-06-22 12:19 | DH00098 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 12:36 | DH01919 | GIAO_THANH_CONG | shipper=SP06
2025-06-22 13:00 | DH01976 | GIAO_THANH_CONG | shipper=SP08
2025-06-22 13:51 | DH00338 | GIAO_THANH_CONG | shipper=SP10
2025-06-22 14:16 | DH00667 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 14:56 | DH02008 | GIAO_THANH_CONG | shipper=SP05
2025-06-22 15:37 | DH01144 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 15:39 | DH00246 | GIAO_THANH_CONG | shipper=SP05
2025-06-22 15:58 | DH01184 | GIAO_THANH_CONG | shipper=SP02
2025-06-22 16:36 | DH01973 | THAT_BAI | shipper=SP01
2025-06-22 16:43 | DH00336 | GIAO_THANH_CONG | shipper=SP04
2025-06-22 16:50 | DH01922 | GIAO_THANH_CONG | shipper=SP02
2025-06-22 17:16 | DH00284 | GIAO_THANH_CONG | shipper=SP10
2025-06-22 17:40 | DH00363 | GIAO_THANH_CONG | shipper=SP02
2025-06-22 17:45 | DH01525 | GIAO_THANH_CONG | shipper=SP05
2025-06-22 17:46 | DH02105 | GIAO_THANH_CONG | shipper=SP10
2025-06-22 18:07 | DH01870 | GIAO_THANH_CONG | shipper=SP01
2025-06-22 18:12 | DH02284 | GIAO_THANH_CONG | shipper=SP07
2025-06-25 18:03 | DH0310 | GIAO_THANH_CONG | shipper=SP03
2025-06-22 19:00 | DH01121 | GIAO_THANH_CONG | shipper=SP09
2025-06-22 20:00 | DH01166 | GIAO_THANH_CONG | shipper=SP04
2025-06-22 20:42 | DH01912 | THAT_BAI | shipper=SP02
2025-06-23 09:03 | DH01893 | GIAO_THANH_CONG | shipper=SP03
2025-06-23 10:14 | DH00955 | GIAO_THANH_CONG | shipper=SP03
2025-06-23 10:47 | DH02370 | GIAO_THANH_CONG | shipper=SP02
2025-06-23 10:59 | DH00599 | THAT_BAI | shipper=SP03
2025-06-23 11:17 | DH00683 | GIAO_THANH_CONG | shipper=SP01
2025-06-23 12:03 | DH01476 | GIAO_THANH_CONG | shipper=SP09
2025-06-25 15:00 | DH01794 | GIAO_THANH_CONG
2025-06-23 12:24 | DH00090 | GIAO_THANH_CONG | shipper=SP09
2025-06-23 13:17 | DH02084 | GIAO_THANH_CONG | shipper=SP05
2025-06-23 13:40 | DH01685 | GIAO_THANH_CONG | shipper=SP02

2025-06-23 13:53 | DH02000 | GIAO_THANH_CONG | shipper=SP08
2025-06-23 14:14 | DH02126 | GIAO_THANH_CONG | shipper=SP03
2025-06-23 14:40 | DH00277 | GIAO_THANH_CONG | shipper=SP05
2025-06-23 16:06 | DH00557 | GIAO_THANH_CONG | shipper=SP10
2025-06-23 16:31 | DH02075 | GIAO_THANH_CONG | shipper=SP03
2025-06-23 18:01 | DH00376 | GIAO_THANH_CONG | shipper=SP02
2025-06-23 18:41 | DH02211 | GIAO_THANH_CONG | shipper=SP01
2025-06-23 18:45 | DH00563 | GIAO_THANH_CONG | shipper=SP03
2025-06-23 19:05 | DH02239 | GIAO_THANH_CONG | shipper=SP06
2025-06-23 19:11 | DH01189 | GIAO_THANH_CONG | shipper=SP05
2025-06-23 19:52 | DH01054 | GIAO_THANH_CONG | shipper=SP09
2025-06-23 20:17 | DH00496 | GIAO_THANH_CONG | shipper=SP03
2025-06-23 20:46 | DH02293 | GIAO_THANH_CONG | shipper=SP06
2025-06-24 07:13 | DH01832 | GIAO_THANH_CONG | shipper=SP05
2025-06-24 07:41 | DH01852 | THAT_BAI | shipper=SP02
2025-06-24 08:09 | DH01646 | GIAO_THANH_CONG | shipper=SP08
